OBJECTID,PUBLIC_NAME,PARENT_NAME,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,BLD_CLASSIFICATION,BLD_TYPE,HISTORIC,BLD_ACCESS,FLOOR_COUNT,INTERIOR_SQUARE_FOOTAGE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
286,Rittenhouse Building 211,Historic Rittenhouse Town, , ,Rittenhouse Town #211,1064,4500 ORANGE TRL,19144,NA,"211 RITTENHOUSETOWN LN;211 Lincoln Dr;6014 WISSAHICKON AVE",BUILDING,MUSEUM,Y,CONDITIONAL,2,0,4,4,4,39,N,Located in Wissahickon Valley Park.,160.00390625,57.6134446133804
287,Storage Building,Arrow Field, , , ,0,640 W WALNUT LN,19128,640 W WALNUT LN, ,BUILDING,OPERATIONS,N,STAFF_ONLY,1,0,4,4,4,5,N,Located in Wissahickon Valley Park,208.7109375,61.3114821440563
288,Franklin Delano Roosevelt Recreation Center,Franklin Delano Roosevelt Playground,Franklin Delano Roosevelt Recreation Center,Roosevelt Rec Center, ,460,4300 HELLERMAN ST,19135,4301 LEVICK ST,"6455 WALKER ST;4301 LEVICK ST;Levick & Walker",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1318,2,2,6,15,Y,8/2020 - Site under Construction,583.05859375,114.046581968921
289,Rittenhouse Homestead,Historic Rittenhouse Town, , ,"Rittenhouse Town #207; Rittenhouse Town #207A",1065,247 RITTENHOUSETOWN LN,19144,5800 WISSAHICKON AVE,"207 RITTENHOUSETOWN LN;207 Lincoln Dr;5800 WISSAHICKON AVE;6014 WISSAHICKON AVE",BUILDING,MUSEUM,N,CONDITIONAL,2,2844,4,4,4,39,N,Located in Wissahickon Valley Park.,164.56640625,56.2889978170604
290,Rittenhouse Bakehouse,Historic Rittenhouse Town, , , ,1066,247 RITTENHOUSETOWN LN,19144,5800 WISSAHICKON AVE,"207 RITTENHOUSETOWN LN;207 Lincoln Dr;5800 WISSAHICKON AVE;6014 WISSAHICKON AVE",BUILDING,MUSEUM,N,CONDITIONAL,1,0,4,4,4,39,N,Located in Wissahickon Valley Park.,69.66015625,36.0383457380058
291,Rittenhouse Building 209,Historic Rittenhouse Town, , ,Rittenhouse Town #209,1067,262 RITTENHOUSETOWN LN,19144,NA,"209 RITTENHOUSETOWN LN;209 Lincoln Dr;6014 WISSAHICKON AVE",BUILDING,RESIDENTIAL,Y,CONDITIONAL,4,7200,4,4,4,39,N,Located in Wissahickon Valley Park.,238.10546875,74.8405609998656
292,Enoch Rittenhouse Home,Historic Rittenhouse Town, , ,Rittenhouse Town #208,1068,256 RITTENHOUSETOWN LN,19144,NA,"208 RITTENHOUSETOWN LN,208 Lincoln Dr;6014 WISSAHICKON AVE",BUILDING,MUSEUM,Y,CONDITIONAL,3,2500,4,4,4,39,N,Located in Wissahickon Valley Park.,214.21875,79.2790311049961
293,Abraham Rittenhouse Home,Historic Rittenhouse Town, , ,Rittenhouse Town #206,1069,236 RITTENHOUSETOWN LN,19144,NA,"206 RITTENHOUSETOWN LN;206 Lincoln Dr;6014 WISSAHICKON AVE",BUILDING,MUSEUM,Y,CONDITIONAL,3,6000,4,4,4,39,N,Located in Wissahickon Valley Park.,305.80078125,76.6235650597722
294,Walnut Lane Clubhouse,Walnut Lane Golf Club, , , ,1535,5819 MAGDALENA ST,19128,"700 WALNUT LN;700A WALNUT LN;639 WALNUT LN;5801 HENRY AVE","5801 HENRY AVE;639 WALNUT LN;700 WALNUT LN;800 WALNUT LN;700A WALNUT LN",BUILDING,GOLF,N,CONDITIONAL,1,0,4,4,4,5,N,Located within Wissahickon Valley Park.,830.6484375,117.448821485122
295,Walnut Lane Maintenance Barn,Walnut Lane Golf Club, , , ,1070,5819 MAGDALENA ST,19128,"700 WALNUT LN;700A WALNUT LN;639 WALNUT LN;5801 HENRY AVE","5801 HENRY AVE;639 WALNUT LN;700 WALNUT LN;800 WALNUT LN;700A WALNUT LN",BUILDING,GOLF,N,STAFF_ONLY,1,0,4,4,4,5,N,Located within Wissahickon Valley Park.,1333.18359375,175.752922334031
296,Pool Building,Edward Houseman Playground, ,,,1537,4955 SUMMERDALE AVE,19124,802 E GODFREY AVE,"802 E GODFREY AVE;900 E GODFREY AVE;5091 SUMMERDALE AVE;4979 SUMMERDALE AVE;5151 SUMMERDALE AVE;Summerdale & Godfrey",BUILDING,OPERATIONS,N,PUBLIC,1,7952,3,3,9,2,N, ,628.3828125,118.690390924204
297,Joseph F Vogt Recreation Center,Joseph F Vogt Playground,Joseph F. Vogt Recreation Center,Vogt Rec Center, ,1,4351 UNRUH AVE,19135,4131 UNRUH AVE,"4131 UNRUH AVE;4240 KNORR ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,2,12812,2,2,6,15,Y, ,2673.1875,208.220342062677
298,Disston Recreation Center,Disston Recreation Center,Disston Recreation Center,Disston Rec Center, ,1540,4500 DISSTON ST,19135,4423 LONGSHORE AVE,4423 LONGSHORE AVE,BUILDING,RECREATION_BUILDING, ,PUBLIC,,27063,2,2,6,15,Y,Gym portion of building was added after inital construction,1346.38671875,175.263074922581
299,Lower Mayfair Recreation Center,Lower Mayfair Playground,Lower Mayfair Recreation Center,Lower Mayfair Rec Center,Ethan Allen School,278,3023 ROBBINS ST,19149,3001 ROBBINS ST,"3001 ROBBINS ST;6300 HAWTHORNE ST;Battersby & Robbins",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,4723,2,2,6,15,Y,PPR building built on leased School District land.,892.67578125,151.14057674336
300,Concession Stand,Pennypack on the Delaware, , ,Pennypack Park at Mouth of Delaware,1541,8201 STATE ROAD,19136,8201 STATE RD,"7801 State Rd, 7999 STATE RD;8401 STATE RD",BUILDING,CONCESSIONS,N,CONDITIONAL,0,0,1,1,6,8,N, ,260.25390625,64.5318007806349
301,Edward Houseman Recreation Center,Edward Houseman Playground,Edward Houseman Recreation Center,Houseman Rec Center,,471,900 E GODFREY AVE,19124,802 E GODFREY AVE,"802 E GODFREY AVE;5091 SUMMERDALE AVE;4979 SUMMERDALE AVE;4955 SUMMERDALE AVE;5151 SUMMERDALE AVE;Summerdale & Godfrey",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,9800,3,3,9,2,Y, ,1581.94921875,177.162127636104
302,John L Barrett Recreation Center,John L Barrett Playground,John L. Barrett Recreation Center,Barrett Rec Center,Lindley Playground,682,700 W DUNCANNON AVE,19120,641 LINDLEY AVE,"8th & Lindley;641 LINDLEY AVE;5200 N FRANKLIN ST;715 W DUNCANNON AVE",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1080,3,3,9,35,Y, ,656.63671875,109.199424840796
303,Wister Recreation Center,Wister Playground,Wister Recreation Center,Wister Rec Center, ,1179,4971 BAYNTON ST,19144,4971 BAYNTON ST,"Baynton & Shedaker;4975 BAYNTON ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,1632,3,4,8,14,Y, ,387.109375,79.2466148342799
304,Hillside Recreation Center,Hillside Recreation Center,Hillside Recreation Center,Hillside Rec Center, ,784,201 FOUNTAIN ST,19127,201 FOUNTAIN ST,Fountain & Fowler,BUILDING,RECREATION_BUILDING,N,PUBLIC,0,6597,4,4,4,5,Y, ,1286.921875,163.030540261746
305,Charles A Russo Athletic Center,Charles A Russo Playground,, ,"Tacony Park;Mayfair Athletic Club",48,7370 EDMUND ST,19136,7301 TORRESDALE AVE,"7321 TORRESDALE AVE;7301 TORRESDALE AVE;7352 EDMUND ST;Torresdale & Cottman",BUILDING,CONCESSIONS,N,CONDITIONAL,0,0,2,1,6,15,N, ,585.80859375,100.186613911583
306,Jacob Kelter House,Clifford Park, ,Kelter House, ,1072,6259 WISSAHICKON AVE,19144,6331 WISSAHICKON AVE,"6245 WISSAHICKON AVE;6331 WISSAHICKON AVE;6249 WISSAHICKON AVE",BUILDING,RESIDENTIAL,Y,STAFF_ONLY,4,0,4,4,8,14,N,Located in Wissahickon Valley Park,222.04296875,68.9687126331457
307,Thomas Mansion Garage,Clifford Park, , , ,1542,6239 WISSAHICKON AVE,19144,6331 WISSAHICKON AVE,"6245 WISSAHICKON AVE;6331 WISSAHICKON AVE",BUILDING,OPERATIONS,Y,STAFF_ONLY,1,0,4,4,8,14,N,Located in Wissahickon Valley Park,107.18359375,42.9332372033343
308,Thomas Mansion,Clifford Park, ,Thomas Mansion, ,1073,6239 WISSAHICKON AVE,19144,6331 WISSAHICKON AVE,"6245 WISSAHICKON AVE;6331 WISSAHICKON AVE",BUILDING,OFFICE,Y,STAFF_ONLY,4,11960,4,4,8,14,N,Located in Wissahickon Valley Park,701.4765625,155.720697217224
309,School District Building,Susan Gorgas Park,,, ,2847,4712 PECHIN ST,19128,6300 RIDGE AVE,"6300 RIDGE AVE, Ridge & Hermitage",BUILDING,OTHER,N,STAFF_ONLY,1,0,4,4,4,5,N,School District - Roxborough High School,378.67578125,98.8143921555608
310,Charles J Ziehler Recreation Center,Charles J Ziehler Playground,Charles J. Ziehler Recreation Center,Ziehler Rec Center, ,932,5530 B ST,19120,200-64 E OLNEY AVE,"200-64 E OLNEY AVE;B & Olney",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,3664,3,3,9,35,Y, ,936.203125,138.319337882124
311,Senator William Vincent Mullin Recreation Center,Senator William Vincent Mullin Playground,Senator William Vincent Mullin Recreation Center,Mullin Rec Center, ,519,4301 PRINCETON AVE,19135,4301 PRINCETON AVE,Princeton & Walker,BUILDING,RECREATION_BUILDING,N,PUBLIC,1,535,2,2,6,15,Y, ,223.5078125,60.0587128179626
312,Monastery Stable Barn,Wissahickon Valley Park, , ,Monastery Stables,1074,1091 KITCHENS LN,19119, ,"1024 KITCHENS LN;1000 KITCHENS LN",BUILDING,EQUESTRIAN,,CONDITIONAL,3,0,4,4,4,14,N, ,976.55859375,164.661327786323
313,Kitchens Lane Comfort Station,Wissahickon Valley Park, , , ,0,5941 FORBIDDEN DR,19128, ,5941 WISSAHICKON DR,BUILDING,COMFORT_STATION, ,STAFF_ONLY,1,0,4,4,4,5,N,Former comfort station not currently active,41.5703125,25.8003762374733
314,Monastery,Wissahickon Valley Park,The Monastery,Monastery,"Monastery Stables;Brethren Church;Caretaker's Quarters",1075,1091 KITCHENS LN,19119, ,"1024 KITCHENS LN;1000 KITCHENS LN",BUILDING,OFFICE,Y,CONDITIONAL,4,13200,4,4,4,14,N, ,404.1953125,90.6310854177603
315,Vernon House,Vernon Park,Vernon House,Vernon House,"Black Writers Museum; Wister Mansion",1076,5754 GERMANTOWN AVE,19144,5710-18 GERMANTOWN AVE,"5710-18 GERMANTOWN AVE, Germantown & Chelten;5800 GERMANTOWN AVE;5805 GREENE ST;5801 GREENE ST;88 W RITTENHOUSE ST",BUILDING,MUSEUM,Y,PUBLIC,0,0,4,4,8,14,N, ,536.9921875,116.987540971191
316,Susan Gorgas Recreation Center,Susan Gorgas Park,Susan Gorgas Recreation Center,Gorgas Rec Center, ,1546,6424 RIDGE AVE,19128,6300 RIDGE AVE,"6300 RIDGE AVE, Ridge & Hermitage",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,300,4,4,4,5,Y, ,212.98828125,71.7722580262389
317,Library,Vernon Park, ,Library,"Vernon Library; Germantown Branch",1679,88 W RITTENHOUSE ST,19144,5710-18 GERMANTOWN AVE,"5754 GERMANTOWN AVE;5710-18 GERMANTOWN AVE, Germantown & Chelten;5818 GERMANTOWN AVE;5800 GERMANTOWN AVE;5805 GREENE ST;5801 GREENE ST",BUILDING,OFFICE,Y,PUBLIC,0,0,4,4,8,14,N,"Carnegie Library; Library closed in 1978",1594.3125,227.694802912384
318,Kitchens Lane House,Wissahickon Valley Park,, , ,1547,1073 KITCHENS LN,19119, ,"1027 KITCHENS LA;1083 KITCHENS LN",BUILDING,RESIDENTIAL, ,STAFF_ONLY,3,0,4,4,4,14,N, ,187.10546875,60.2563943048039
319,Kitchens Lane Springhouse,Wissahickon Valley Park, , , ,1548,1073 KITCHENS LN,19119, ,"1027 KITCHENS LA;1083 KITCHENS LN",BUILDING,FARM, ,STAFF_ONLY,1,0,4,4,4,14,N, ,69.125,35.5161428557941
320,Kitchens Lane Barn,Wissahickon Valley Park, , , ,1549,1073 KITCHENS LN,19119, ,"1027 KITCHENS LA;1083 KITCHENS LN",BUILDING,FARM, ,STAFF_ONLY,1,0,4,4,4,14,N, ,172.390625,53.2325907855622
321,Rising Sun Operations Building,Tacony Creek Park, , ,"District #5 Satellite, Tacony Maintenance, Compost Facility",1077,5658 RISING SUN AVE,19120,5650 RISING SUN AVE,5650 RISING SUN AVE,BUILDING,OTHER,N,STAFF_ONLY,1,0,3,3,9,2,N,Building with Offices and Garage,966.578125,128.41303805204
322,A Albert Cherashore Recreation Center,A Albert Cherashore Playground,A. Albert Cherashore Recreation Center,Cherashore Rec Center,,588,900 W CHEW AVE,19141,851 W OLNEY AVE,"851-951 W OLNEY AVE;9th & Olney;960 CHEW AVE",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,2500,3,3,9,35,Y, ,400.02734375,83.9985973670133
323,Morton Office,Morton Playground, , ,L&I North District Office,613,245 E RITTENHOUSE ST,19144,88 E HAINES ST,"88 E HAINES ST;209 E RITTENHOUSE ST;Haines & Baynton;217 E RITTENHOUSE ST",BUILDING,OFFICE,N,STAFF_ONLY,0,929,4,4,8,14,N,Active L & I North District Office,365.98828125,77.9281843641513
324,Holmesburg Recreation Center,Holmesburg Recreation Center,Holmesburg Recreation Center,Holmesburg Rec Center,Crispin School,1078,4510 RHAWN ST,19136,"4500 DECATUR ST, 4500 RHAWN ST","4500 DECATUR ST;4500 RHAWN ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,4000,2,1,6,15,Y, ,742.671875,109.387724840816
325,Max Myers Recreation Center,Max Myers Playground,Max Myers Recreation Center,M Myers Rec Center, ,392,1805 HELLERMAN ST,19149,1601 HELLERMAN ST,"1601 HELLERMAN ST;1800 MAGEE AVE;6500 BUSTLETON AVE;6501 HORROCKS ST;Horrocks & Magee",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,0,2,1,7,2,Y, ,1150.21484375,174.093689079095
326,Pool Building,Max Myers Playground, , , ,1550,1805 HELLERMAN ST,19149,1601 HELLERMAN ST,"1601 HELLERMAN ST;1800 MAGEE AVE;6500 BUSTLETON AVE;6501 HORROCKS ST;Horrocks & Magee",BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,2,1,7,2,N, ,219.1796875,60.1528287946167
327,Hammond and Nedro Athletic Center,Hammond and Nedro Fields, ,, ,1551,5901 HAMMOND AVE,19120, ,5821 HAMMOND AVE,BUILDING,CONCESSIONS,N,CONDITIONAL,0,0,3,3,9,35,N,"Located in Tacony Creek Park;Leased Concessions and Storage for Athletic Association",235.4609375,70.4302328629443
328,Max Myers Playground Building,Max Myers Playground, , , ,1553,1800 MAGEE AVE,19149,1601 HELLERMAN ST,"1805 HELLERMAN ST;1601 HELLERMAN ST;6500 BUSTLETON AVE;6501 HORROCKS ST;Horrocks & Magee",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,535,2,1,7,2,N, ,361.21875,79.6932574542986
329,Belfield Recreation Center,Belfield Recreation Center, ,Belfield Rec Center, ,722,2109 W CHEW AVE,19138,2109 W CHEW AVE,21st & Chew,BUILDING,RECREATION_BUILDING,N,PUBLIC,0,19125,4,4,8,35,Y,Recreation center on site.,1668.9140625,169.575343211858
330,Mayfair Athletic Center,Mayfair Recreation Center, , ,,1554,2901 PRINCETON AVE,19149,2901 PRINCETON AVE,"3000 SAINT VINCENT ST;2990 SAINT VINCENT ST;3015 PRINCETON AVE",BUILDING,RECREATION_BUILDING,N,CONDITIONAL,1,722,2,1,6,15,N,"PPR leases land from School District;Mayfair Community Development Corporation leases building and fields",320.1953125,74.3796585383789
331,Seymour Tarken Recreation Center,Seymour Tarken Recreation Center,Seymour Tarken Recreation Center,Tarken Rec Center, ,1705,6350 FRONTENAC ST,19111,6250 FRONTENAC ST,"6250 FRONTENAC ST;6320 FRONTENAC ST;6201 SUMMERDALE AVE;Frontenac & Levick",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,5200,2,1,9,2,Y, ,811.50390625,145.79064453139
332,Mayfair Recreation Center,Mayfair Recreation Center,Mayfair Recreation Center,Mayfair Rec Center,Mayfair Community Center,380,3000 SAINT VINCENT ST,19149,2901 PRINCETON AVE,"2901 PRINCETON AVE;3015 PRINCETON AVE;2990 SAINT VINCENT ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,2,21098,2,1,6,15,Y,PPR leases land from School District,3348.22265625,307.238614127545
333,Olney Recreation Center,Olney Recreation Center,Olney Recreation Center,Olney Rec Center, ,878,199 E SPENCER AVE,19120,100 E GODFREY AVE,"100 E GODFREY AVE;A & Champlost;6000 A ST;6059 A ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,17916,3,3,9,35,Y, ,3094.109375,332.50123035492
334,Fisher Recreation Center,Fisher Park,Fisher Recreation Center,Fisher Rec Center, ,1079,572 W SPENCER ST,19120,6000 N 05TH ST,"571 W SPENCER ST;610 W SPENCER ST;6000 N 05TH ST;5th & Nedro",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,3008,3,3,9,35,Y,,502.90625,111.220927061481
335,Picnic Pavilion,Salvatore Pachella Memorial Field, , ,Pachella Field,1555,6901 HENRY AVE,19128,900 WISES MILL RD,"700 LIVEZEY LA;700 GORGAS LN;900 WISES MILL RD",STRUCTURE,COMFORT_STATION, ,PUBLIC,1,0,4,4,4,5,N,"Located in Wissahickon Valley Park; Pavilion with Restroom",434.84375,83.4129681226693
336,Waterview Recreation Center,Waterview Recreation Center,Waterview Recreation Center,Waterview Rec Center,,800,5826 MCMAHON AVE,19144,5826 MCMAHON AVE,"5820 MCMAHON AVE;Haines & McMahon",BUILDING,RECREATION_BUILDING, ,PUBLIC,0,18039,4,4,8,14,Y, ,1736.578125,213.137207453804
337,Lincoln Indoor Pool Building,Lincoln Indoor Pool, ,Lincoln Pool,Abraham Lincoln High School Indoor Pool,269,7437 ROWLAND AVE,19136,3201 RYAN AVE,"3201 RYAN AVE;7400 ROWLAND AVE",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,9600,1,1,6,15,Y,PPR leases out the Indoor Pool only from School District,4321.00390625,393.549291409908
338,Lawncrest Recreation Center,Lawncrest Recreation Center,Lawncrest Recreation Center,Lawncrest Rec Center, ,35,6030 RISING SUN AVE,19111,6000 RISING SUN AVE,"6000 RISING SUN AVE, Rising Sun & Comly",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,18853,2,3,9,2,Y, ,2962.859375,239.796837868904
339,Frankford and Solly Pavilion,Frankford and Solly Playground, ,Frankford and Solly Pavilion,Rocky Falls Day Camp,1081,8318 FRANKFORD AVE,19136,8300 FRANKFORD AVE,8300 FRANKFORD AVE,BUILDING,OTHER,N,PUBLIC,1,0,1,1,6,8,Y,Located in Pennypack Park,312.45703125,73.4618346626483
340,Pool Recreation Building,Lawncrest Recreation Center, , , ,1556,459 COMLY ST,19111,6000 RISING SUN AVE,"6000 RISING SUN AVE, Rising Sun & Comly",BUILDING,RECREATION_BUILDING,N,CONDITIONAL,1,0,2,3,9,2,N,Pool building to access pool. Not just an Ops Building,618.46484375,99.5629613175451
341,Daniel E Rumph II Recreation Center,Daniel E Rumph II Recreation Center,Daniel E. Rumph II Recreation Center,Rumph Rec Center,Otto T. Mallery Playground,726,108 E JOHNSON ST,19144,100-70 E JOHNSON ST,"100-70 E JOHNSON ST, Morton & Johnson",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,7959,4,4,8,14,Y, ,1315.73046875,171.217145650038
342,Daniel E Rumph II Playground Building,Daniel E Rumph II Recreation Center,, ,Otto T. Mallery Playground,3095,108 E JOHNSON ST,19144,100-70 E JOHNSON ST,"100-70 E JOHNSON ST, Morton & Johnson",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1547,4,4,8,14,Y,Older recreation building next to playground on site.,240.9453125,62.3909530715316
343,Glen Fern Springhouse,Wissahickon Valley Park, , , ,2844,1199 LIVEZEY LN,19119, ,1100 LIVEZEY LA,BUILDING,RESIDENTIAL,Y,STAFF_ONLY,1,0,4,4,8,14,N,Part of the Glen Fern Campus,37.1796875,25.0766294286457
344,Glen Fern,Wissahickon Valley Park,Glen Fern,Glen Fern,Livezey House,2845,1199 LIVEZEY LN,19119, ,1100 LIVEZEY LA,BUILDING,RESIDENTIAL,Y,STAFF_ONLY,4,5600,4,4,8,14,N,Part of the Glen Fern Campus,365.4609375,90.7392939929555
345,Glen Fern Smokehouse,Wissahickon Valley Park, , , ,2846,1199 LIVEZEY LN,19119, ,1100 LIVEZEY LA,BUILDING,RESIDENTIAL,Y,STAFF_ONLY,1,0,4,4,8,14,N,Part of the Glen Fern Campus,42.00390625,26.1195985951813
346,Helen G Sturgis Recreation Center,Helen G Sturgis Playground,Helen G. Sturgis Recreation Center,Sturgis Rec Center,,776,6420 N 2ND ST,19126,200-20 W 65TH AVE,"200-20 W 65TH AVE;2nd & 65th;210 W 65TH AVE;6460 N 2ND ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,1055,3,3,9,35,Y,,839.2578125,124.972139934763
347,District Office (Wissahickon Valley Park),Wissahickon Valley Park, ,District Office (Wissahickon),Wissahickon Park - Maintenance Center,1558,7279 HENRY AVE,19128,900 WISES MILL RD,7301 HENRY AVE,BUILDING,OFFICE,N,STAFF_ONLY,1,0,4,4,4,5,N, ,981.92578125,138.903136263769
348,Cliveden Park House,Cliveden Park, , ,,1833,501 E JOHNSON ST,19119,501 E JOHNSON ST,"6400 Chew Ave, Chew & Cliveden",BUILDING,OFFICE,,CONDITIONAL,2,3567,4,4,8,14,N,,216.95703125,65.3982249480619
349,Morris Estate Cultural Center,Morris Estate Cultural Center,Morris Estate Cultural Center,Morris Estate Center, ,850,1610 CHELTEN AVE,19141,"1610 CHELTEN AVE, 1700 CHELTEN AVE","1700 CHELTEN AVE;1600 CHELTEN AVE",BUILDING,RECREATION_BUILDING,Y,PUBLIC,0,10970,3,4,8,35,Y,Historic House,989.71875,177.895636544721
350,Allens Lane Art Center,Allens Lane Art Center, ,Allens Ln Art Center, ,1085,651 W ALLENS LN,19119,621 W ALLENS LN,"601 W ALLENS LN;621 W ALLENS LN",BUILDING,RECREATION_BUILDING,Y,PUBLIC,3,11640,4,4,8,14,Y,Renovated in 2007,704.6875,113.376392545503
351,Restrooms,James J Ramp Playground, , ,,1559,3340 SOLLY AVE,19136,"3300 SOLLY AVE, 3340 SOLLY AVE","3300-40 SOLLY AVE, Solly & Rowland;3300 SOLLY AVE, 3350 SOLLY AVE",BUILDING,COMFORT_STATION,N,PUBLIC,0,0,1,1,6,8,N, ,218.14453125,59.5229002229318
352,James J Ramp Recreation Center,James J Ramp Playground,James J. Ramp Recreation Center,Ramp Rec Center,,515,3340 SOLLY AVE,19136,"3300 SOLLY AVE, 3340 SOLLY AVE","3300-40 SOLLY AVE, Solly & Rowland;3300 SOLLY AVE, 3350 SOLLY AVE",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,1296,1,1,6,8,Y, ,695.17578125,134.68310605533
353,Shed,Allens Lane Art Center, , , ,0,651 W ALLENS LN,19119,621 W ALLENS LN,"601 W ALLENS LN;621 W ALLENS LN",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,4,4,8,14,N, ,13.94921875,15.4156955875668
354,Wigard Avenue House,Wissahickon Valley Park, ,Wigard Ave House,"Outward Bound; The Scout House",1086,798 WIGARD AVE,19128,900 WISES MILL RD,"900 WISES MILL RD;726 E WIGARD ST",BUILDING,OFFICE, ,CONDITIONAL,2,,4,4,4,5,N,Located in the Wigard Avenue House Premises,223.58203125,63.7839428827069
355,Storage Shed,Wissahickon Valley Park, , ,"Outward Bound; The Scout House",0,798 WIGARD AVE,19128,900 WISES MILL RD,"900 WISES MILL RD;726 E WIGARD ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,4,4,4,5,N,Located in the Wigard Avenue House Premises,21.82421875,18.7579895639205
356,Valley Green Inn,Wissahickon Valley Park, ,Valley Green Inn,Valley Green Snack Bar/Ice Cream Stand,1089,7600 FORBIDDEN DRIVE,19128, ,"7 Valley Green Rd;701 Wises Mill Rd",BUILDING,CONCESSIONS,Y,PUBLIC,3,7200,4,4,4,5,N, ,1014.75390625,156.949402412735
357,Pennypack Amphitheater,Pennypack Park,,Pennypack Amphitheater,Ed Kelly Amphitheater,1090,3169 PENNYPACK PATH,19136, ,8199 CRESCO AVE,BUILDING,PERFORMANCE_VENUE, ,PUBLIC,0,0,1,1,6,8,N, ,600,98.9119224695718
358,Valley Green Inn Restrooms,Wissahickon Valley Park, , , ,1560,7600 FORBIDDEN DRIVE,19128, ,"7 Valley Green Rd;701 Wises Mill Rd",BUILDING,COMFORT_STATION,N,PUBLIC,1,0,4,4,4,5,N, ,40.82421875,28.7377110647271
359,Valley Green Inn Sheds,Wissahickon Valley Park, , ,Warming Sheds,1561,7600 FORBIDDEN DRIVE,19128, ,"7 Valley Green Rd;701 Wises Mill Rd",STRUCTURE,EQUESTRIAN,Y,PUBLIC,0,0,4,4,4,5,N, ,239.40625,77.7118110162425
360,Awbury Recreation Center,Awbury Park and Recreation Center,Awbury Recreation Center,Awbury Rec Center, ,944,6101 ARDLEIGH ST,19138,6101 ARDLEIGH ST,Ardleigh & Haines,BUILDING,RECREATION_BUILDING,N,PUBLIC,0,8854,4,4,8,14,Y, ,1507.44140625,233.423383314209
361,Manatawna Barn,Manatawna Farm, , , ,1564,100 SPRING LN,19128,8482 HAGYS MILL RD,"844 MANATAWNA RD, 899 Manatawna Dr;8482 HAGYS MILL RD",BUILDING,FARM, ,STAFF_ONLY,3,0,4,4,4,5,N,Part of the Manatawna Farm Campus,647.953125,102.365361783506
362,Overlook (Valley Green Inn),Wissahickon Valley Park, , , ,2864,90 VALLEY GREEN RD,19118, , ,STRUCTURE,OTHER,N,PUBLIC,0,0,4,4,8,14,N, ,16.82421875,16.9742665392487
363,Manatawna Farm House,Manatawna Farm, , , ,909,100 SPRING LN,19128,8482 HAGYS MILL RD,"844 MANATAWNA RD, 899 Manatawna Dr;8482 HAGYS MILL RD",BUILDING,FARM, ,CONDITIONAL,2,0,4,4,4,5,N,Part of the Manatawna Farm Campus,312.12109375,81.5032169669761
364,Manatawna Farm House Shelter,Manatawna Farm, , , ,1565,100 SPRING LN,19128,8482 HAGYS MILL RD,"844 MANATAWNA RD, 899 Manatawna Dr;8482 HAGYS MILL RD",STRUCTURE,FARM,N,STAFF_ONLY,0,0,4,4,4,5,N,Part of the Manatawna Farm Campus,24.03515625,19.6131803441504
